hhid,caso,p10d01,p10d03,p10d04,p10d06,p10e05a
2577.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
2577.0,2.0,,,,,
2577.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
2577.0,4.0,,,,,
2577.0,5.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
2577.0,6.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
2577.0,7.0,,,,,
2577.0,8.0,no,,,,
2577.0,9.0,,,,,
2577.0,10.0,no,,,,
2577.0,11.0,,,,,
2578.0,1.0,no,,,,
2578.0,2.0,no,,,,
2578.0,3.0,,,,,
2579.0,1.0,si, empleados de oficina, comercio,como empleado u obrero de una empresa privada,
2579.0,2.0,,,,,
2580.0,1.0,no,,,,
2580.0,2.0,,,,,
2580.0,3.0,no,,,,
2580.0,4.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
2580.0,5.0,,,,,
2580.0,6.0,no,,,,
2580.0,7.0,,,,,
2580.0,8.0,,,,,
2580.0,11.0,no,,,,
2581.0,1.0,no,,,,
2581.0,2.0,,,,,
2581.0,3.0,no,,,,
2581.0,4.0,no,,,,
2581.0,5.0,,,,,
2582.0,1.0,no,,,,
2582.0,2.0,no,,,,
2582.0,3.0,no,,,,
2582.0,4.0,,,,,
2582.0,5.0,,,,,
2583.0,1.0,no,,,,
2583.0,2.0,,,,,
2583.0,3.0,no,,,,
2583.0,4.0,no,,,,
2583.0,5.0,no,,,,
2583.0,6.0,no,,,,
2583.0,7.0,no,,,,
2583.0,8.0,,,,,
2583.0,11.0,,,,,
2584.0,1.0,no,,,,
2584.0,2.0,no,,,,
2584.0,3.0,no,,,,
2584.0,4.0,no,,,,
2584.0,5.0,no,,,,
2585.0,1.0,no,,,,
2585.0,2.0,no,,,,
2585.0,3.0,no,,,,
2585.0,4.0,no,,,,
2585.0,5.0,,,,,
2585.0,6.0,,,,,
2585.0,7.0,,,,,
2585.0,8.0,,,,,
2586.0,3.0,no,,,,
2587.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
2587.0,2.0,,,,,
2587.0,3.0,no,,,,
2587.0,4.0,no,,,,
2587.0,5.0,no,,,,
2587.0,6.0,no,,,,
2587.0,7.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
2587.0,8.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
2587.0,9.0,,,,,
2588.0,1.0,no,,,,
2588.0,2.0,no,,,,
2588.0,3.0,,,,,
2589.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
2589.0,2.0,,,,,
2589.0,3.0,no,,,,
2589.0,4.0,,,,,
2589.0,5.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
2589.0,6.0,,,,,
2590.0,1.0,no,,,,
2590.0,2.0,no,,,,
2590.0,3.0,no,,,,
2591.0,1.0,no,,,,
2591.0,2.0,,,,,
2591.0,3.0,no,,,,
2591.0,4.0,,,,,
2592.0,1.0,no,,,,
2592.0,2.0,,,,,
2592.0,3.0,no,,,,
2592.0,4.0,,,,,
2592.0,5.0,,,,,
2592.0,6.0,,,,,
2593.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
2593.0,2.0,,,,,
2593.0,3.0,,,,,
2594.0,1.0,no,,,,
2594.0,2.0,no,,,,
2594.0,3.0,no,,,,
2594.0,4.0,no,,,,
2594.0,5.0,no,,,,
2594.0,6.0,no,,,,
2594.0,7.0,,,,,
2594.0,8.0,,,,,
2595.0,1.0,no,,,,
2595.0,2.0,,,,,
2596.0,1.0,no,,,,
2596.0,2.0,,,,,
2597.0,1.0,no,,,,
2597.0,2.0,,,,,
2597.0,3.0,no,,,,
2597.0,4.0,no,,,,
2597.0,5.0,no,,,,
2597.0,6.0,,,,,
2598.0,1.0,no,,,,
2598.0,2.0,no,,,,
2598.0,3.0,,,,,
2598.0,4.0,,,,,
2599.0,1.0,no,,,,
2599.0,2.0,,,,,
2599.0,3.0,no,,,,
2599.0,4.0,,,,,
2599.0,5.0,,,,,
2600.0,1.0,no,,,,
2600.0,2.0,,,,,
2600.0,3.0,no,,,,
2600.0,4.0,no,,,,
2600.0,5.0,no,,,,
2600.0,6.0,,,,,
2600.0,7.0,,,,,
2600.0,8.0,,,,,
2601.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
2601.0,2.0,no,,,,
2601.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
2601.0,4.0,,,,,
2601.0,5.0,,,,,
2602.0,1.0,no,,,,
2602.0,2.0,no,,,,
2602.0,3.0,no,,,,
2602.0,4.0,no,,,,
2602.0,5.0,no,,,,
2602.0,6.0,,,,,
2602.0,7.0,,,,,
2602.0,8.0,,,,,
2602.0,9.0,,,,,
2602.0,10.0,,,,,
2602.0,11.0,,,,,
2603.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
2603.0,2.0,no,,,,
2603.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
2603.0,4.0,,,,,
2604.0,1.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
2604.0,2.0,no,,,,
2604.0,3.0,,,,,
2605.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como dueÑo o patron de empresa o finca o como socio activo,
2605.0,2.0,,,,,
2605.0,3.0,,,,,
2605.0,4.0,,,,,
2605.0,5.0,,,,,
2606.0,1.0,,,,,
2606.0,2.0,no,,,,
2607.0,1.0,no,,,,
2607.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
2607.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
2607.0,4.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
2607.0,5.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
2607.0,6.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
2607.0,7.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
2608.0,1.0,no,,,,
2608.0,2.0,no,,,,
2608.0,3.0,no,,,,
2608.0,4.0,,,,,
2609.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
2609.0,2.0,no,,,,
2609.0,3.0,,,,,
2609.0,4.0,,,,,
2609.0,5.0,,,,,
2609.0,6.0,,,,,
2610.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como dueÑo o patron de empresa o finca o como socio activo,
2610.0,2.0,,,,,
2611.0,1.0,no,,,,
2611.0,2.0,si, trab. de los servicios y vend. de comercios y mercados, comercio,trabajador por su cuenta o en su finca,
2611.0,3.0,si, operarios y artesanos de artes mecanicas y otros oficios, industria manufacturera,como ayudante o trabajador sin pago en otros sitios,
2611.0,4.0,no,,,,
2611.0,5.0,no,,,,
2611.0,6.0,,,,,
2611.0,7.0,,,,,
2612.0,1.0,no,,,,
2612.0,2.0,no,,,,
2612.0,3.0,no,,,,
2612.0,4.0,no,,,,
2612.0,5.0,no,,,,
2613.0,1.0,no,,,,
2613.0,2.0,si, trab. de los servicios y vend. de comercios y mercados, comercio,como ayudante o trabajador familiar sin remuneracion,
2613.0,3.0,no,,,,
2613.0,4.0,,,,,
2614.0,1.0,no,,,,
2614.0,2.0,,,,,
2614.0,3.0,,,,,
2614.0,5.0,,,,,
2615.0,1.0,si, trab. de los servicios y vend. de comercios y mercados, comercio,como empleado u obrero de una empresa privada,
2615.0,2.0,no,,,,
2616.0,1.0,no,,,,
2616.0,2.0,,,,,
2616.0,3.0,,,,,
2617.0,1.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
2617.0,2.0,no,,,,
2618.0,1.0,no,,,,
2618.0,2.0,no,,,,
2618.0,3.0,no,,,,
2618.0,4.0,no,,,,
2618.0,5.0,no,,,,
2618.0,6.0,,,,,
2618.0,7.0,,,,,
2618.0,8.0,,,,,
2618.0,9.0,,,,,
2619.0,1.0,no,,,,
2619.0,2.0,,,,,
2619.0,3.0,,,,,
2619.0,4.0,no,,,,
2619.0,5.0,no,,,,
2619.0,6.0,,,,,
2619.0,7.0,,,,,
2619.0,8.0,,,,,
2620.0,1.0,no,,,,
2620.0,2.0,,,,,
2620.0,3.0,,,,,
2620.0,4.0,,,,,
2620.0,5.0,,,,,
2621.0,1.0,,,,,
2621.0,2.0,,,,,si
2621.0,3.0,,,,,si
2622.0,1.0,no,,,,
2622.0,2.0,no,,,,
2622.0,3.0,no, trab. de los servicios y vend. de comercios y mercados, comercio,como ayudante o trabajador familiar sin remuneracion,
2622.0,4.0,,,,,
2622.0,5.0,,,,,
2622.0,6.0,,,,,
2623.0,1.0,no,,,,
2623.0,2.0,no,,,,
2624.0,1.0,no,,,,
2624.0,2.0,no,,,,
2624.0,3.0,no,,,,
2625.0,1.0,,,,,
2625.0,2.0,si," profesionales, cientificos  e  intelectuales"," servicios de salud, sociales y personales",como empleado u obrero de una empresa privada,
2625.0,3.0,no,,,,
2626.0,1.0,no,,,,
2626.0,2.0,no,,,,
2627.0,1.0,no,,,,
2627.0,2.0,no,,,,
2627.0,3.0,,,,,
2627.0,4.0,,,,,
2628.0,1.0,,,,,si
2628.0,2.0,si," profesionales, cientificos  e  intelectuales", enseÑanza,como empleado u obrero de una empresa privada,
2628.0,3.0,no,,,,
2629.0,1.0,no,,,,
2630.0,1.0,no,,,,
2630.0,2.0,,,,,
2630.0,3.0,,,,,
2630.0,4.0,,,,,
2630.0,5.0,,,,,
2630.0,6.0,,,,,
2631.0,1.0,no,,,,
2631.0,2.0,si, trab. de los servicios y vend. de comercios y mercados, comercio,como ayudante o trabajador familiar sin remuneracion,
2631.0,3.0,no,,,,
2631.0,4.0,si, trab. de los servicios y vend. de comercios y mercados, comercio,como ayudante o trabajador familiar sin remuneracion,
2631.0,5.0,,,,,
2631.0,6.0,no,,,,
2631.0,7.0,,,,,
2631.0,8.0,,,,,
2631.0,9.0,no,,,,
2632.0,1.0,no,,,,
2632.0,2.0,no,,,,
2633.0,1.0,no,,,,
2633.0,2.0,no,,,,
2633.0,3.0,no,,,,
2633.0,4.0,no,,,,
2633.0,5.0,no,,,,
2633.0,6.0,,,,,
2634.0,1.0,no,,,,
2634.0,2.0,,,,,
2634.0,3.0,,,,,
2634.0,4.0,si, operarios y artesanos de artes mecanicas y otros oficios, construccion,como jornalero o peon,
2634.0,5.0,no,,,,
2634.0,6.0,no,,,,
2634.0,7.0,,,,,
2634.0,8.0,,,,,
2634.0,9.0,,,,,
2635.0,1.0,no,,,,
2635.0,2.0,,,,,
2635.0,3.0,no,,,,
2635.0,4.0,no,,,,
2635.0,5.0,no,,,,
2635.0,6.0,,,,,
2635.0,7.0,,,,,
2636.0,1.0,no,,,,
2636.0,2.0,no,,,,
2636.0,3.0,no,,,,
2636.0,4.0,no,,,,
2636.0,5.0,,,,,
2636.0,6.0,,,,,
2636.0,7.0,,,,,
2637.0,1.0,no,,,,
2637.0,2.0,si, empleados de oficina," servicios de salud, sociales y personales",como empleado u obrero de una empresa privada,
2637.0,5.0,,,,,
2637.0,6.0,,,,,
2637.0,7.0,,,,,
2637.0,8.0,,,,,
2637.0,9.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,si
2637.0,10.0,no,,,,
2637.0,11.0,no,,,,
2638.0,1.0,no,,,,
2638.0,2.0,,,,,
2638.0,5.0,,,,,
2638.0,6.0,no,,,,
2639.0,1.0,no,,,,
2639.0,2.0,no,,,,
2639.0,3.0,,,,,
2640.0,1.0,no,,,,
2640.0,2.0,,,,,
2640.0,3.0,no,,,,
2640.0,4.0,no,,,,
2640.0,5.0,,,,,
2640.0,6.0,,,,,
2640.0,10.0,no,,,,
2640.0,11.0,,,,,
2641.0,1.0,,,,,
2641.0,2.0,,,,,
2641.0,3.0,,,,,
2641.0,4.0,,,,,
2642.0,1.0,no,,,,
2642.0,2.0,,,,,
2643.0,1.0,no,,,,
2643.0,2.0,,,,,
2643.0,3.0,no,,,,
2643.0,4.0,si, trabajadores no calificados," servicios de salud, sociales y personales",como dueÑo o patron de empresa o finca o como socio activo,
2643.0,5.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
2643.0,6.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
2643.0,7.0,,,,,
2643.0,8.0,,,,,
2644.0,1.0,no,,,,
2644.0,2.0,,,,,
2644.0,3.0,no,,,,
2645.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como dueÑo o patron de empresa o finca o como socio activo,
2645.0,2.0,no,,,,
2645.0,3.0,,,,,
2645.0,4.0,,,,,
2645.0,6.0,,,,,
2646.0,1.0,,,,,
2646.0,2.0,,,,,
2646.0,3.0,no,,,,
2646.0,4.0,,,,,
2646.0,5.0,,,,,
2646.0,6.0,,,,,
2647.0,1.0,no,,,,
2648.0,1.0,no,,,,
2648.0,2.0,si, trab. de los servicios y vend. de comercios y mercados, comercio,como empleado u obrero de una empresa privada,
2648.0,3.0,no,,,como empleado de gobierno,
2648.0,4.0,,,,,
2648.0,5.0,,,,,
2648.0,6.0,no,,,,
2648.0,7.0,,,,,
2648.0,11.0,,,,,
2649.0,1.0,no,,,,
2649.0,2.0,no,,,,
2649.0,3.0,,,,,
2649.0,4.0,,,,,
2649.0,5.0,,,,,si
2649.0,6.0,,,,,
2650.0,1.0,no,,,,
2650.0,2.0,,,,,
2651.0,1.0,no,,,,
2651.0,2.0,,,,,
2652.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como empleado (a) domestico (a),
2652.0,2.0,no,,,,
2652.0,3.0,no,,,,
2652.0,4.0,si, trabajadores no calificados," servicios de salud, sociales y personales",como empleado (a) domestico (a),
2653.0,1.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
2653.0,2.0,no,,,,
2653.0,3.0,no,,,,
2653.0,4.0,,,,,
2653.0,5.0,,,,,
2654.0,1.0,si, trabajadores no calificados," servicios de salud, sociales y personales",como empleado (a) domestico (a),
2654.0,2.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como jornalero o peon,
2654.0,3.0,no,,,,
2654.0,4.0,,,,,
2654.0,5.0,,,,,
2655.0,1.0,si, operarios y artesanos de artes mecanicas y otros oficios, comercio,como empleado u obrero de una empresa privada,
2655.0,2.0,no,,,,
2655.0,3.0,,,,,
2655.0,4.0,,,,,
2655.0,5.0,,,,,
2655.0,9.0,,,,,
2656.0,1.0,,,,,
2657.0,1.0,no,,,,
2657.0,2.0,no,,,,
2657.0,3.0,no,,,,
2657.0,4.0,,,,,
2657.0,5.0,,,,,
2658.0,1.0,no,,,,
2658.0,2.0,no,,,,
2659.0,1.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como dueÑo o patron de empresa o finca o como socio activo,
2659.0,2.0,,,,,
2659.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
2659.0,4.0,,,,,
2659.0,5.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
2659.0,6.0,,,,,
2659.0,7.0,,,,,
2659.0,8.0,,,,,
2660.0,1.0,,,,,
2661.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
2661.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
2661.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
2661.0,4.0,,,,,
2661.0,5.0,,,,,
2661.0,6.0,,,,,
2662.0,1.0,no,,,,
2662.0,2.0,,,,,
2662.0,3.0,,,,,
2663.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
2663.0,2.0,,,,,
2663.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
2663.0,4.0,,,,,
2664.0,1.0,no,,,,
2664.0,2.0,,,,,
2664.0,3.0,,,,,
2664.0,4.0,,,,,
2665.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
2665.0,2.0,,,,,
2665.0,3.0,,,,,
2665.0,4.0,,,,,
2665.0,6.0,,,,,
2666.0,1.0,no,,,,
2666.0,2.0,no,,,,
2666.0,3.0,no,,,,
2666.0,4.0,no,,,,
2666.0,5.0,no,,,,
2666.0,6.0,,,,,
2666.0,7.0,,,,,
2667.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como jornalero o peon,
2667.0,2.0,no,,,,
2667.0,3.0,,,,,
2668.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
2668.0,2.0,,,,,
2669.0,1.0,no,,,,
2670.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
2670.0,2.0,,,,,
2671.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
2671.0,2.0,,,,,
2671.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
2671.0,4.0,,,,,
2671.0,5.0,no,,,,
2671.0,6.0,,,,,
2671.0,7.0,,,,,
2671.0,8.0,,,,,
2672.0,1.0,si, empleados de oficina," transporte, almacenamiento y comunicaciones",trabajador por su cuenta o en su finca,
2672.0,2.0,no,,,,
2672.0,3.0,no,,,,
2672.0,4.0,,,,,
2672.0,5.0,,,,,
2672.0,6.0,,,,,
2672.0,7.0,,,,,
2672.0,8.0,,,,,
2672.0,9.0,,,,,
2672.0,10.0,,,,,
2672.0,14.0,,,,,
2672.0,17.0,no,,,,
2673.0,1.0,si, trab. de los servicios y vend. de comercios y mercados, comercio,trabajador por su cuenta o en su finca,
2673.0,2.0,,,,,
2673.0,3.0,,,,,
2673.0,6.0,,,,,
2674.0,1.0,no,,,,
2674.0,2.0,,,,,
2674.0,3.0,no,,,,
2674.0,4.0,,,,,
2675.0,1.0,,,,,
2675.0,2.0,no,,,,
2675.0,3.0,,,,,
2675.0,4.0,,,,,
2675.0,5.0,,,,,
2675.0,6.0,,,,,
2676.0,1.0,no,,,,
2676.0,2.0,no,,,,
2676.0,3.0,,,,,
2676.0,4.0,no,,,,
2676.0,5.0,no,,,,
2676.0,6.0,,,,,
2676.0,7.0,,,,,
2677.0,1.0,no,,,,
2677.0,2.0,,,,,
2677.0,3.0,,,,,
2677.0,4.0,,,,,
2678.0,1.0,no,,,,
2678.0,2.0,no,,,,
2678.0,3.0,no,,,,
2678.0,4.0,,,,,
2678.0,5.0,,,,,
2678.0,6.0,,,,,
2678.0,10.0,no,,,,
2678.0,11.0,no,,,,
2678.0,12.0,,,,,
2678.0,15.0,no,,,,
2679.0,1.0,no,,,,
2679.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
2679.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
2679.0,4.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
2680.0,1.0,no,,,,
2680.0,2.0,no,,,,
2680.0,3.0,no,,,,
2680.0,4.0,no,,,,
2680.0,5.0,,,,,
2680.0,6.0,,,,,
2680.0,8.0,no,,,,
2681.0,1.0,no,,,,
2681.0,2.0,no,," agricultura, ganaderia, caza y pesca",,
2681.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
2681.0,4.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
2682.0,1.0,,,,,
2682.0,2.0,,,,,
2682.0,3.0,no,,,,
2682.0,4.0,,,,,
2682.0,5.0,,,,,
2683.0,1.0,no,,,,
2683.0,2.0,no,,,,
2683.0,3.0,no,,,,
2683.0,5.0,,,,,
2683.0,6.0,,,,,
2683.0,7.0,no,,,,
2683.0,8.0,no,,,,
2683.0,9.0,,,,,
2684.0,1.0,no,,,,
2684.0,2.0,,,,,
2684.0,3.0,no,,,,
2684.0,4.0,,,,,
2685.0,1.0,no,,,,
2685.0,2.0,no,,,,
2685.0,3.0,no,,,,
2685.0,4.0,,,,,
2685.0,5.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
2685.0,6.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
2685.0,7.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
2686.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
2686.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
2686.0,3.0,,,,,
2686.0,4.0,,,,,
2687.0,1.0,no,,,,
2687.0,2.0,no,,,,
2688.0,1.0,no,,,,
2688.0,2.0,,,,,
2688.0,3.0,,,,,
2688.0,4.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
2688.0,5.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
2688.0,6.0,,,,,
2689.0,1.0,si, trab. de los servicios y vend. de comercios y mercados, comercio,trabajador por su cuenta o en su finca,
2689.0,2.0,no,,,,
2689.0,3.0,,,,,
2689.0,4.0,no,,,,
2689.0,5.0,no,,,,
2689.0,6.0,no,,,,
2690.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
2690.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
2690.0,3.0,no,,,,
2690.0,4.0,no,,,,
2690.0,5.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
2690.0,6.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
2690.0,7.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
2690.0,10.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
2691.0,1.0,no,,,,
2691.0,2.0,no,,,,
2691.0,3.0,no,,,,
2691.0,4.0,no,,,,
2691.0,5.0,no,,,,
2691.0,6.0,,,,,
2691.0,7.0,,,,,
2691.0,8.0,,,,,
2692.0,1.0,no,,,,
2692.0,2.0,no,,,,
2693.0,1.0,si, trabajadores no calificados, industria manufacturera,como empleado u obrero de una empresa privada,
2693.0,2.0,,,,,
2693.0,3.0,,,,,
2694.0,1.0,no,,,,
2694.0,2.0,,,,,
2695.0,1.0,no,,,,
2695.0,2.0,,,,,
2696.0,1.0,si, trab. de los servicios y vend. de comercios y mercados, comercio,como dueÑo o patron de empresa o finca o como socio activo,
2696.0,2.0,,,,,
2696.0,3.0,,,,,
2696.0,4.0,,,,,
2696.0,5.0,,,,,
2696.0,6.0,,,,,
2696.0,7.0,,,,,
2697.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como empleado u obrero de una empresa privada,
2697.0,2.0,,,,,
2697.0,3.0,,,,,
2697.0,4.0,,,,,
2698.0,1.0,no,,,,
2698.0,2.0,,,,,
2698.0,3.0,,,,,
2698.0,4.0,,,,,
2698.0,5.0,,,,,
2698.0,6.0,,,,,
2699.0,1.0,no,,,,
2699.0,2.0,,,,,
2699.0,3.0,no,,,,
2699.0,4.0,,,,,
2699.0,5.0,,,,,
2700.0,1.0,no,,,,
2700.0,2.0,,,,,
2700.0,3.0,no,,,,
2700.0,4.0,no,,,,
2700.0,5.0,no,,,,
2700.0,6.0,,,,,
2700.0,7.0,,,,,
2700.0,8.0,,,,,
2701.0,1.0,,,,,
2701.0,2.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
2702.0,1.0,no,,,,
2702.0,2.0,no,,,,
2702.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
2702.0,4.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como jornalero o peon,
2702.0,5.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como jornalero o peon,
2702.0,6.0,no,,,,
2702.0,7.0,no,,,,
2703.0,1.0,,,,,
2703.0,2.0,,,,,
2703.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
2703.0,4.0,,,,,
2704.0,1.0,no,,,,
2704.0,2.0,no,,,,
2704.0,3.0,no,,,,
2704.0,4.0,no,,,,
2704.0,5.0,,,,,
2705.0,1.0,no,,,,
2705.0,2.0,,,,,
2705.0,3.0,no,,,,
2706.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como jornalero o peon,
2706.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
